,average_loudness,barkbands_crest.mean,barkbands_crest.stdev,barkbands_flatness_db.mean,barkbands_flatness_db.stdev,barkbands_kurtosis.mean,barkbands_kurtosis.stdev,barkbands_skewness.mean,barkbands_skewness.stdev,barkbands_spread.mean,barkbands_spread.stdev,dissonance.mean,dissonance.stdev,dynamic_complexity,erbbands_crest.mean,erbbands_crest.stdev,erbbands_flatness_db.mean,erbbands_flatness_db.stdev,erbbands_kurtosis.mean,erbbands_kurtosis.stdev,erbbands_skewness.mean,erbbands_skewness.stdev,erbbands_spread.mean,erbbands_spread.stdev,hfc.mean,hfc.stdev,loudness_ebu128.integrated,loudness_ebu128.loudness_range,loudness_ebu128.momentary.mean,loudness_ebu128.momentary.stdev,loudness_ebu128.short_term.mean,loudness_ebu128.short_term.stdev,melbands_crest.mean,melbands_crest.stdev,melbands_flatness_db.mean,melbands_flatness_db.stdev,melbands_kurtosis.mean,melbands_kurtosis.stdev,melbands_skewness.mean,melbands_skewness.stdev,melbands_spread.mean,melbands_spread.stdev,pitch_salience.mean,pitch_salience.stdev,silence_rate_20dB.stdev,silence_rate_30dB.mean,silence_rate_30dB.stdev,silence_rate_60dB.mean,silence_rate_60dB.stdev,spectral_centroid.mean,spectral_centroid.stdev,spectral_complexity.mean,spectral_complexity.stdev,spectral_decrease.mean,spectral_decrease.stdev,spectral_energy.mean,spectral_energy.stdev,spectral_energyband_high.mean,spectral_energyband_high.stdev,spectral_energyband_low.mean,spectral_energyband_low.stdev,spectral_energyband_middle_high.mean,spectral_energyband_middle_high.stdev,spectral_energyband_middle_low.mean,spectral_energyband_middle_low.stdev,spectral_entropy.mean,spectral_entropy.stdev,spectral_flux.mean,spectral_flux.stdev,spectral_kurtosis.mean,spectral_kurtosis.stdev,spectral_rms.mean,spectral_rms.stdev,spectral_rolloff.mean,spectral_rolloff.stdev,spectral_skewness.mean,spectral_skewness.stdev,spectral_spread.mean,spectral_spread.stdev,spectral_strongpeak.mean,spectral_strongpeak.stdev,zerocrossingrate.mean,zerocrossingrate.stdev,Good-sound
0,0.9888185916804086,-1.6801108661724589,-1.200212089024983,-2.1185406438847307,-2.1016348886520446,-0.3650523639221413,-0.2539261421260808,-0.4691345747189243,-0.6384267208626951,1.1767806258887514,-0.9359966063037332,0.3018674691285026,-2.8800221412086398,-1.1325728554037042,-1.766278832331008,-1.130975120834592,-2.1681334746169245,-1.9584872321125897,-0.6740141611322304,-0.7155693853115002,-0.5773442208876102,-1.3060830313325476,1.5197386558815733,-1.081264395977026,-0.1793492582827489,-1.275960503962042,-0.1023500817203158,-0.6668611074799664,0.0028095333823651,-1.203491346188695,0.0095415086756608,-0.6900867887646921,-0.8127201744405246,-0.8461519133799401,-1.8296686017162296,-1.960661471598704,-0.5606698007377146,-0.6959177124319395,-0.4229003013603744,-1.1484520511264813,0.8946122045340321,-0.809790901699634,1.2421144469609058,-1.6703200221429575,0.0,0.1057373643121249,-0.1101406800398055,-0.476265240769142,-0.809010905839788,-0.7478080574848314,-0.6021594678868214,3.0090450270651106,-0.3331228308840114,-1.4923927374677963,-1.4153875643332738,1.4386575792543776,-1.4306449825234044,0.1402602685431877,-0.410509140251925,8.032512940185363,3.084107377043126,-0.2802718291743002,-0.5768071397673051,1.0202039021580491,-1.092980538209861,1.993115752447837,-1.9491466136287343,-0.6120517300828916,0.6376965453244151,-0.953429720054136,-1.0839492289592807,1.3868960984761434,-1.5813652584217874,-0.5430108916963563,-0.7073807655970511,-1.0179906837034791,-1.3471582851190065,-0.4493369213578113,-0.4464649139086589,-2.0193427009186355,-1.657046093071974,-0.046807561812453,-0.5433545610410007,1
1,0.2262943466539835,-1.5318054792579316,-1.5019804182646708,-1.6991269103244653,-1.9359766145320332,-0.3365429953031174,-0.2545871497173589,-0.6119339220467045,-0.575400498247087,0.2975005724431016,-0.5939722806908413,-0.7627354218740344,-2.505175918349664,-1.1883367937635754,-0.902654918786256,-1.367451122629758,-1.0323436298782984,-1.5399558777421387,-0.4052045862712393,-0.7032465836959205,-0.5029837779488897,-1.085799804210482,0.0413148465574979,-0.8764637803328215,1.3800847751955236,-1.260645677843483,0.3751828904222555,-0.0573189543116588,0.4626753841097333,-1.1024728454028003,0.5862822261439328,0.0915608152509031,-1.3996999979234936,-1.3361762977844294,-1.4554908059703426,-1.7495443767137735,-0.6545070171294161,-0.6998708803190845,-0.966351454938278,-1.0498798128047686,0.953138061324338,-0.6956669247648959,1.5436800290110906,-1.7464988164835566,0.0,0.1057373643121249,-0.1101406800398055,-0.476265240769142,-0.809010905839788,0.0493129804664371,-0.5526744237788657,2.965045731596572,0.197728786915683,-1.6384813946421737,-1.6046221367374025,1.6918986744993891,-1.6056026953946054,-0.5282112599493624,-0.8962831734890039,1.764506113500384,0.3219470252762458,-0.2276991445506605,-0.6541766480887091,1.2307792276762626,-1.1398804080343636,1.7083834635851751,-1.4794108818455636,-0.5872532615221006,0.3252249028435346,-0.0371749206935944,-0.2637697154137859,1.5765848896793926,-1.319704765374259,0.2304607796947924,-0.7649366507402794,-0.2314960888538684,-0.2367495859145213,-0.8120221829915623,0.5462118780082282,-0.1274501295533244,-1.1727494950412154,0.0660410033838952,-0.65200635981758,1
2,0.4039439638941137,-1.2472592043100623,-1.4319930464309814,-1.02251812514658,-1.7310914809575004,-0.3277517795126463,-0.242916221301794,-0.5713761952539647,-0.5647270899037126,-0.6485586685025032,-1.012355891207149,-1.3449459520923703,-1.9311657384592824,-1.131378254019084,-1.0112390423870496,-1.420855063561646,-0.2078336857606172,-1.2941129145875438,0.0196822616813774,-0.5899005923194504,0.1344391358744798,-1.092661922865796,-0.844901256002713,-1.0661031004881258,0.9575410760777284,-1.1733829463286645,1.1241305835524962,-0.025946874545293,1.187260177074162,-1.090632566255342,1.3344327727432466,-0.1405684199068989,-0.9026384867705236,-1.072465270512237,-0.7814533547759175,-1.5614621889841491,-0.4230985317425426,-0.6389812004683139,-0.6896618651656194,-1.0703740829199209,-0.7439306046424649,-0.9690485769022986,0.9723854617215584,-1.6410551138260392,0.0,0.1057373643121249,-0.1101406800398055,-0.476265240769142,-0.809010905839788,-0.1997654425660024,-0.6953317412962173,1.3874865695086904,-0.827296163552419,-1.4220668453186471,-1.4248777635511338,1.451304168935697,-1.4297884061201445,-0.5783372447228686,-0.5230417960393728,-0.1850294173458781,-0.4004664190437192,-0.5130227054446854,-0.7107509654819225,1.2912223170135773,-0.9367834933246502,0.9116606488955328,-1.257660531383263,-0.7114492856214056,0.2554162073521833,0.2148421550554321,-0.2585081063050167,1.3881766524427672,-1.3608765200789248,-0.3373071003940783,-0.7519064614726844,0.1212229823605167,-0.3798098549989385,-1.1354772232298789,0.410698222054496,0.4395343241926287,0.2182481538284226,0.2768644436614546,-0.6707134678592086,1
3,0.9966704507009198,-0.625195254387076,-0.5959964413885779,-0.8330798685135654,-2.4079697384760026,-0.3512581927955843,-0.2518743627881376,-0.811168592451821,-0.5711604423882325,-0.510863437965733,-1.201639325139067,-1.317950139506226,-1.253644911817077,-1.26246151861198,0.0566959103161015,-0.7837067137392425,-0.0652359781574541,-2.2975906693643062,0.0222746741943952,-0.5865080879884461,-0.3161718188781407,-1.033992874447865,-0.8962789607929947,-1.2700083256133026,1.2907607646164685,-1.2930690036268169,1.0448143014858706,-0.1628612114892605,1.1147813970129798,-1.2353293825391112,1.2581952738558186,-0.1327866594576102,-1.4248760573663528,-0.7810571663470374,-0.7721684528109709,-2.1736359714719344,-0.5873420333401546,-0.6868675171784443,-1.0580696637527502,-1.0083851754597926,-0.4145718931934575,-1.0935496637052822,1.3894797460991466,-1.4243502723442942,0.0,0.1057373643121249,-0.1101406800398055,-0.476265240769142,-0.809010905839788,-0.0628407887172132,-0.6963354951829835,1.1291689054265452,-0.728239712555356,-1.5454402749181355,-1.5907088590922358,1.5950451144012605,-1.595874847636465,-0.6109681064303504,-0.976457322974104,-0.1416998407315683,-0.3650210690778274,-0.2759439780045854,-0.6682922448832825,1.2341885307990752,-1.1116961798338405,0.9052576489785802,-2.3995669241499207,-0.7568152313672537,0.1854437320545977,0.6876843638261325,-0.2098837497080315,1.499908122831481,-1.30816391102017,-0.1497556665385732,-0.7779778803570313,0.5568931112570781,-0.3075294405118399,-1.4849806537837351,-1.5825190555600743,0.8567946842552479,-0.949714640331812,0.515456862059287,-0.5588188823299161,1
4,0.332205574187885,-0.9726687375570694,-1.1537958887739894,-1.37328127342975,-1.0752098954641685,-0.3524037175820956,-0.2501941179925103,-0.4970087222097646,-0.5890173306258141,0.0242662505681948,-0.148627453584992,-0.4572065999588003,-0.1446309985038968,-1.3611741845633614,-1.6718117095115403,-1.1987539157476448,-1.1336518745695308,-0.755377576002428,-0.5641351165272742,-0.6975645370215428,-0.4310122244999641,-1.251172188347464,0.1975002905421108,-0.1714062466080051,0.3066329811554434,-1.4878515183734589,-0.1876547415186117,-0.21728885825639,-0.0779289309593603,-1.265540085359119,-0.0099158748445734,-0.1902358890538575,-0.7733591682837246,-0.918230460368766,-1.1899018084743933,-1.1180018900334496,-0.5654027017357386,-0.6624101599320835,-0.5400898134081338,-1.082765764981079,0.0338928512595477,-0.5165083243211139,1.6215918302244412,-1.662825783454494,0.0,0.1057373643121249,-0.1101406800398055,-0.476265240769142,-0.809010905839788,-0.6567485959613026,-0.343796673910095,1.770165894755663,-0.2725559642696613,-1.885192664554927,-1.554226854760145,1.8553216358962168,-1.5779129525510331,-0.2462638043894496,1.9323952231211912,0.8173553124417853,0.0911053921728616,-0.3546887043382027,-0.6901384393889842,1.4419760498611105,-1.0991380262355828,1.2769471908877974,-0.4731692269384804,-0.1600441134841437,0.4750308985442168,-0.1511467748464664,-0.3959774643631281,1.698269253577979,-1.1923391814992754,-0.3503528647144701,-0.3253676751465231,-0.2523919957024346,-0.436549045330996,-0.6512414242206838,1.192019726193929,-0.8877279423018848,-1.2647031199511127,-0.4026555646999991,-0.6762209721270624,1
5,0.1449580786776522,-1.1685222461301297,-1.3427904560969068,-1.0726153264092866,-1.338122957023768,-0.3696847574577831,-0.2472037979575803,-0.5107347386851351,-0.5851463981134635,0.1074554356288858,-0.8674122493967573,-0.7491555274175271,-0.7801971880229804,-1.2840959365832825,-1.1045307359579335,-1.180919542185746,-1.3896058877004691,-1.1893550413469909,-0.6893495240212567,-0.6714616625904092,-0.8789564954223223,-1.076299967716586,0.4989116298356209,-0.772449865602663,-0.3636360929740302,-1.7728929685859716,-0.3497038722573879,-0.1450239594325146,-0.2381827638169674,-1.1427976444234325,-0.1738817205108562,-0.1182528737812387,-1.2258295011042906,-1.2718596143079064,-0.853569128560621,-1.3662961514620624,-0.6885591821289232,-0.6637605250846201,-0.7125298976181463,-1.1188089265483836,0.5344276785568415,-0.9668565907859232,1.197320276705014,-1.6588571406567418,0.0,0.1057373643121249,-0.1101406800398055,-0.476265240769142,-0.809010905839788,-1.0740883218570292,-0.6741420998269859,0.6421542347473839,-1.987232894834288,-2.402946088044936,-1.6867512245972598,2.3110846840019077,-1.725883602860533,-0.3656825016018654,0.9576788535281634,1.9633043872445943,1.7444753930465864,-0.5212616794377266,-0.7522740631399659,1.862503803675036,-1.1620370243150824,0.8013024506515615,-1.467261896530886,-0.6653780392198845,0.1509775442287528,0.2563125570310846,-0.205950813270373,2.071233733151244,-1.89324090210822,-0.6228558483675726,-0.7241922803548715,0.2777821237780358,-0.3473880063917926,-1.2916253775213624,-1.029116093142615,-0.7429317393038777,-1.342134108068769,-1.4133112484468078,-0.9437047547812168,1
6,0.8264388014702087,-1.3475636904908908,-0.8725022074907526,-0.8552220333595117,-1.3827865246879738,-0.3031819867848643,-0.2502770694438361,-0.2637983264181719,-0.612166808710912,-0.5250624015885555,-0.5156435487900011,-0.3682094854985308,-0.8263823371976711,-0.8421681607214105,-1.041295083088868,-0.4746967112927113,-0.4635603937747946,-1.139334115730441,-0.480946045684351,-0.6542913776376662,-0.2336279776808974,-1.2188447650350545,-0.3442097646713592,-0.3377848886985859,0.0688151793436217,-1.1298613347440485,0.3169114488724049,0.2112518291126396,0.3998298724109651,-0.949289426528842,0.5295688872196116,0.1842750139743208,-1.2468699363309463,-0.904410975198494,-0.5602244743186598,-1.2991543847360745,-0.4768260247745173,-0.6675445037350165,-0.3790379078278786,-1.0727421966823154,-0.5438324772126045,-0.7339197873609338,0.7439220063002941,-1.5992663710435295,0.0,0.1057373643121249,-0.1101406800398055,-0.476265240769142,-0.809010905839788,-0.6817982413774865,-0.666770612617328,0.8759213156874581,-0.5296501639100146,-1.3984740736999148,-1.182245778257987,1.365005328970358,-1.1994397829589345,-0.3600114973140954,-0.7457113206492134,-0.2429872717644979,-0.0392259547130037,-0.4784906537617488,-0.6751394725029198,1.2070380550109845,-0.7517779490899795,0.376973032685755,-1.1608736913653082,-0.745526267800277,-0.1178712489893346,0.4199634423749644,-0.2712475211389428,1.3118681832486998,-1.1999524733451443,-0.4741757250880625,-0.7091753588055166,0.5063725804630759,-0.3502841589052459,-0.8538798799369678,0.0275190199270844,-0.4389284061826068,-1.249707392308984,-1.258502804337066,-0.8720111247489455,1
7,0.6738659936318371,-1.1898064169688514,-1.243206647977399,-0.491197761068113,-1.3517431219910525,-0.3718637487389012,-0.2475293618532582,-0.9152886629765028,-0.5557578330854004,-0.7669377844944216,-1.0315787318691585,-0.8345164046124092,-0.527280204485424,-1.0826563492271666,-1.0586499086149754,-1.2893822892220603,0.0401290623554233,-1.1135664161816212,-0.1896436697764314,-0.6482646755515428,-0.5703700352365051,-0.9603116491696164,-0.9763774686663438,-1.1349870210886035,0.6314112704015582,-1.2738568145901508,1.4684935903633975,-0.2405649174378871,1.521468334017745,-1.117012273898767,1.689222373375763,-0.1408711419589375,-1.0224257895561817,-0.97744109158383,-0.1758081244521206,-1.336632774032483,-0.6337962702433947,-0.6738583335721152,-1.1450979545003686,-1.0365827616741046,-0.5970237174085433,-0.948166124626842,0.72978338893047,-1.691019050248196,0.0,0.1057373643121249,-0.1101406800398055,-0.476265240769142,-0.809010905839788,-0.3526874607719,-0.7464998858140203,0.6289577232892686,-1.2824294909473992,-1.3573026323095907,-1.4275756916144968,1.3650690862034482,-1.4408437927351754,-0.6230367781848863,-0.0126698409125106,-0.2495389221910839,-0.2361044677291796,-0.6031144119994771,-0.7301803246165149,1.2928882782191158,-0.9355204791178128,0.0021918753249851,-1.4154862915129418,-0.864624481323241,0.0471923690572254,1.0509030580951395,-0.0102864088572225,1.321660915253574,-1.4188294758175666,-0.3380695832315945,-0.7635257043514849,0.904054384009884,-0.2305920307646529,-1.8100855115830063,-1.775868745499531,-0.3760527552400751,-1.3064060783687053,0.2834603157225859,-0.6821729384857331,1
8,0.4401085182909382,-0.3232463080686757,-1.162560375120439,-0.5903424281757197,-1.5524489246000517,-0.3383377579084062,-0.2505321155105857,-0.707708929327341,-0.580580747322202,-0.352396819077677,-1.098728509757599,0.0440563113730592,-0.5571697901673793,-0.9131329891728904,0.5574301851139841,-1.172292757431601,-0.6471094979714179,-1.727848617462375,-0.1888852251366273,-0.6495974676933419,-0.3745845555452481,-1.046873228684896,-0.6697509328517267,-1.1752902471129514,0.9175451838376114,-0.9043403371332102,-0.1509913108051307,0.01934448083556,-0.0533225861162598,-0.9556303164424856,0.0343834053670452,0.1040562389380673,-1.0589342393220422,-1.1682071277562285,-1.213583938647149,-1.8765085491069668,-0.589608908366707,-0.6837412875154284,-1.009818505824839,-1.04972647583658,-0.1199638486890404,-0.988563058218582,0.9259210200206488,-1.657545507499825,0.0,0.1057373643121249,-0.1101406800398055,-0.476265240769142,-0.809010905839788,0.0014764680027635,-0.7034448703966953,0.8796916360638428,-0.0598946353275066,-0.9493733583821282,-1.1799921464600478,0.98872436608198,-1.1776550813363262,-0.3000930625564177,-0.3249057427487187,-0.2523126313171998,-0.3200246715885225,-0.3794684074561054,-0.6309272742201515,0.8840922806373718,-0.79122490950121,0.954069386402075,-1.7035231406760043,-0.2167341433749403,-0.1509544435909688,-0.4341990008702127,-0.4165505764711171,1.0095445222012889,-1.2871031877296306,-0.1484853991475315,-0.7635257043514849,-0.439410393035857,-0.3422052757239457,-0.5634820383836907,-0.9851901388362404,1.075679066069566,-0.7158623546231767,0.5411669635079296,-0.6817592621166699,1
9,0.1752781734306899,-0.0262117819957002,-1.032735477726643,-0.7430978287472535,-1.5386233774054456,-0.3361461011729246,-0.2524662196088261,-0.2814497876025443,-0.6202627344888326,0.6829498041898426,-1.021824471473888,1.073279581603201,-1.0019658156671645,-1.0659934260116626,-0.8206617426224229,-1.3306238262135777,-1.3896823974462285,-1.934150411559055,-0.6921285401217753,-0.698871349769176,-0.5726277660828951,-1.2264243728551556,1.1707257833643163,-1.0662658314301028,0.2765477516879207,-1.3019711716010312,-0.5595202751776169,-0.0199992393111577,-0.4448475788290831,-1.0501264365845786,-0.3813010114457326,-0.0878637902791735,-1.1729678834376165,-1.2456801438439526,-1.281025287689057,-1.8821731065725071,-0.5540870948454184,-0.6918775926485116,-0.4735691275467772,-1.1597967979814443,0.7795827429516604,-0.9579444293277908,0.8340010234659762,-1.3949704689460043,0.0,0.1057373643121249,-0.1101406800398055,-0.476265240769142,-0.809010905839788,-0.4607672364452473,-0.6768340500510016,1.123780671287653,-0.6898099451235883,-1.3429230981022775,-1.347246642765472,1.3257851460716958,-1.368217457697068,-0.0142685786998375,0.5122311397201349,-0.2499803833427286,-0.224335727044057,-0.1309217410554994,-0.58894854436378,0.9317696533726084,-1.0134687781979554,1.086662863114611,-1.6583772731210544,-0.7203816493785246,0.4668826900575181,-0.776553695301666,-0.8093379853329868,1.2829387346753656,-1.2556256547708455,-0.8965123626982211,-0.6366412299393494,-0.8734792328525968,-0.82168574506446,-0.2914147323987384,-1.553418611773147,0.0194134001631753,-1.0594063196529584,0.6699854427450295,-0.1228876485501494,1
