,barkbands_crest.mean,barkbands_crest.stdev,barkbands_flatness_db.mean,barkbands_flatness_db.stdev,barkbands_kurtosis.mean,barkbands_kurtosis.stdev,barkbands_skewness.mean,barkbands_skewness.stdev,barkbands_spread.mean,barkbands_spread.stdev,dissonance.mean,dissonance.stdev,dynamic_complexity,erbbands_crest.mean,erbbands_crest.stdev,erbbands_flatness_db.mean,erbbands_flatness_db.stdev,erbbands_kurtosis.mean,erbbands_kurtosis.stdev,erbbands_skewness.mean,erbbands_skewness.stdev,erbbands_spread.mean,erbbands_spread.stdev,hfc.mean,hfc.stdev,loudness_ebu128.integrated,loudness_ebu128.loudness_range,loudness_ebu128.momentary.mean,loudness_ebu128.momentary.stdev,loudness_ebu128.short_term.mean,loudness_ebu128.short_term.stdev,melbands_crest.mean,melbands_crest.stdev,melbands_flatness_db.mean,melbands_flatness_db.stdev,melbands_kurtosis.mean,melbands_kurtosis.stdev,melbands_skewness.mean,melbands_skewness.stdev,melbands_spread.mean,melbands_spread.stdev,pitch_salience.mean,pitch_salience.stdev,silence_rate_20dB.mean,silence_rate_20dB.stdev,silence_rate_30dB.mean,silence_rate_30dB.stdev,silence_rate_60dB.mean,silence_rate_60dB.stdev,spectral_centroid.mean,spectral_centroid.stdev,spectral_complexity.mean,spectral_complexity.stdev,spectral_decrease.mean,spectral_decrease.stdev,spectral_energy.mean,spectral_energy.stdev,spectral_energyband_high.mean,spectral_energyband_high.stdev,spectral_energyband_low.mean,spectral_energyband_low.stdev,spectral_energyband_middle_high.mean,spectral_energyband_middle_high.stdev,spectral_energyband_middle_low.mean,spectral_energyband_middle_low.stdev,spectral_entropy.mean,spectral_entropy.stdev,spectral_flux.mean,spectral_flux.stdev,spectral_kurtosis.mean,spectral_kurtosis.stdev,spectral_rms.mean,spectral_rms.stdev,spectral_rolloff.mean,spectral_rolloff.stdev,spectral_skewness.mean,spectral_skewness.stdev,spectral_spread.mean,spectral_spread.stdev,spectral_strongpeak.mean,spectral_strongpeak.stdev,zerocrossingrate.mean,zerocrossingrate.stdev,Bad-attack
0,-1.5379545500266634,-1.547980200249419,-0.9282368423665596,-1.6956996239777762,-0.4882438660856335,-0.4333980505703882,-0.8077557628898367,-0.9086178674508966,-0.5092566106899283,-1.079166404188331,-0.7873052135068239,-0.1000509214697793,-0.1161616775760866,-0.7977592202745521,-1.1542432633183022,-0.7043501313422397,-1.6673146568060868,-0.6966912273772342,-0.6987222842416756,-0.9830032966122416,-1.3649742527139035,-0.2705369105284007,-1.2382847061652589,-0.2466011841993601,-0.1050352505137017,-0.1309366958013323,0.0,-0.1306028892755306,-0.1354527695633435,-0.1427323081060725,0.0,-1.2801629490855146,-1.2504250060718058,-0.6262022484543525,-1.5319659737488724,-0.9183106936144564,-0.9643917839630088,-0.9657219578619608,-1.3538605942292017,-0.4058916340703016,-0.9590158172554484,1.156672528460468,-1.228135445840279,0.0,0.0,0.0966736489045668,-0.0966736489045663,0.4038366876941251,0.5945710036746135,-0.7882100870746993,-0.72997175585194,2.6071444715825995,2.03385775449367,0.8102529696842489,-0.2095285113720124,-0.9047006990808528,-0.2387269614634316,-0.0589946919315167,-0.0577549333232432,4.54682262461521,4.381329945744438,-0.0906953685413073,-0.0198066915714455,-0.5642507452263688,-0.2888419535653498,0.5641682027559425,-1.976935757897859,-0.8573722836842512,-1.3696010104078695,-0.1702113872648716,-0.2290104008452088,-0.5248787510759526,-0.6167318608669622,-0.6666726716775131,-0.9552877459186824,-0.0533371966090857,-0.5183539945037348,-1.6355952608360746,-1.644072023710792,-1.624231810017723,-1.1918044609402407,-0.4345836498363903,-0.839516303450642,0
1,-1.6945463963872025,-1.124390973317059,-0.6986025909514515,-1.3984256967928648,-0.4821263405915745,-0.4272908550789299,-0.9319612520265814,-0.7132573812952807,-0.4994262772708861,-0.7138390080985438,-1.147344856428214,1.002923078994118,-0.1161616775760866,-1.325153151877554,-0.5087335448883463,-0.1908830597995631,-0.3948625425005357,-0.6996306873908037,-0.7141728147950368,-1.3250796375706777,-1.4160005450109414,0.1544990684815638,1.9131955350546648,0.0865867503586416,-0.0345562403690111,0.299955491274341,0.0,0.300289236260564,-0.1354527695633435,0.2852090608464304,0.0,-1.5923774208711845,-0.6889194450526085,-0.3549703164602006,-1.398145323019341,-0.822049821021349,-0.4222488855697456,-1.157528846525986,0.3491873438558949,-0.4171316398060058,-0.9778678249976218,1.8159432460843972,-1.1039986618772175,0.0,0.0,0.0966736489045668,-0.0966736489045663,-0.6849886772925071,-0.5982765499695575,-0.556405799371876,-0.6899821413116863,1.8228843070455825,0.6525878232609366,-0.8519258425523998,-0.0482490695288986,0.8778231722370752,-0.0607904855114333,-0.0613450468791444,-0.05995093579407,2.071482573207771,0.6601664680963593,-0.0018975643407532,-0.0545298259315931,0.5248794277396976,-0.0584774759315347,0.5323304383809467,-1.4030229171105375,-0.4742895823176915,-0.9495586329455394,1.0198736610702768,0.7841097620029227,0.9320282884354428,-0.199786455987502,-0.6249238683201723,-0.925565773753124,0.8976426384438326,0.4380512458867961,-1.5241699746476651,-1.2682093514072146,-0.4148026042941393,-0.2651275946351032,-0.3144122857838046,-0.6501836172465664,0
2,-1.3614667993049154,-0.9408663364283074,-0.2898438403652944,-0.7949217169423012,-0.4533747813249337,-0.4031066505109049,-0.8000054855050455,-0.8566643594778798,-0.2186203157212543,0.6217460137679975,-1.1388730249054158,-0.5589388461124543,-0.1161616775760866,-1.0495629547949368,-0.8026507336137791,0.2861386677021248,-0.217892836263688,-0.341938313777516,-0.5595979690637554,-0.428486810814962,-0.7114988026799071,-0.6361365321157731,0.6552160833278762,0.0641966086624055,-0.0946272597528911,0.9605918088075234,0.0,0.9609254594423472,-0.1354527695633435,0.9413194732734116,0.0,-1.1049369083291425,-0.902257717456714,-0.0638704492143084,-0.5298837362619938,-0.7634930379871578,-0.8642926451681303,-1.1567952037087623,-1.1588640438707998,-0.4580897049361205,-0.1369828993360424,1.3119761702525117,-1.4674726756160303,0.0,0.0,0.0966736489045668,-0.0966736489045663,-0.906156421833758,-0.91918845453706,-0.4016016343607693,-0.2764445717210732,1.610480444962104,0.4379778621363231,-1.0672769147613932,-0.5574003097214829,1.0809083320440245,-0.4978247314661441,-0.0603793921748494,-0.0579528471956652,-0.0877729216089855,-0.4470249914574883,-0.4317295310535078,-0.5123601980429134,1.0305096573929364,-0.0200441101450207,0.0604199532471651,-0.8697617211204846,-1.250199086212897,-1.173114934233872,1.136232998092448,1.052883231962901,1.312231413780948,-0.8343807595358683,-0.2116007168501717,0.186205015626791,0.9613158956638976,0.6806736913944798,-1.2426272705771353,-0.5794283229149392,0.9226955092441458,-0.0294161893266212,-0.1191337917776796,-0.081685449002226,0
3,-0.974599847755984,-0.3366841254808214,-0.3201088893284857,-0.36666710178484,-0.4808858273789165,-0.4268391904714561,-0.993275748399072,-1.004284871974194,0.2109386235512429,0.9653485747622704,0.0550599545531829,0.0736049645380129,-0.1161616775760866,-0.3828612293202247,-0.0380319319612254,0.2296376181572191,0.273522430531016,-0.4205753720723651,-0.60874151771419,-0.7945766650880224,-0.9726739489440448,-0.3588215040516398,0.9074552608718616,0.0526812093654903,-0.0730229239089413,1.090712333815523,0.0,1.0910459658666671,-0.1354527695633435,1.0705487616063272,0.0,-1.7047328257225758,-1.436549880616684,-0.2381076567006259,-0.1663282352218962,-0.8765340692663698,-0.9561501026549968,-1.3763551310649995,-1.2422138730651924,-0.0488037943459686,0.3038611477263451,1.689103182916337,-1.9150368838747136,0.0,0.0,0.0966736489045668,-0.0966736489045663,-0.3900984742752941,-0.2181787750116352,-0.1008105591134641,-0.0191988054207986,1.476744649937083,0.579171629808497,-0.6595894221326819,-0.4630172361231855,0.6735393061147822,-0.4080946188996564,-0.0613804322001389,-0.0599821710011437,-0.1028649544006449,-0.4254168002264821,-0.2684333028844095,-0.3369647379580149,0.6455095726322998,-0.0859573522016823,0.2182384283053625,-0.6356983576966763,-1.3888715596299992,-1.329795348226274,1.0943975703005997,0.7970872693473429,0.8705742865640772,-0.5112857643852703,0.1396579358367935,0.4752946128468802,0.9307990485943792,0.6380694555511045,-1.5533226886428613,-1.2370860338453014,0.344119675555664,-0.0057916907525526,0.4107937856943748,0.7695990335644469,0
4,-1.2627003555055902,-0.7614421401688101,-0.6549114532851474,-0.6562547743296728,-0.4356610099878155,-0.3960068392082074,-0.6696055902224453,-0.7394471418052045,-0.1560999154978551,0.4413170197956172,-0.3450669468175901,-0.2678086576922103,-0.1161616775760866,-1.0273130530156351,-0.2931624513314174,-0.4191096555100032,-0.359339970391103,-0.4788459555231574,-0.447089092732554,-0.3844184853884521,-0.736591703622541,-0.279941152511807,0.1499743410609964,-0.172529347550779,-0.1600424665702864,0.3987361741242929,0.0,0.3990699050027603,-0.1354527695633435,0.3833121657292029,0.0,-1.0716162122042916,-0.6047807798335798,-0.468213547346209,-0.4715895778477211,-0.7548299227485015,-0.8390112863261263,-0.850360070442853,-1.2190205658834783,-0.2331775989328837,0.1553169330569733,1.7622721424392995,-1.483852784777702,0.0,0.0,0.0966736489045668,-0.0966736489045663,-0.1320695927744032,0.0764415758278491,-0.5014037651983067,-0.1225564274250997,1.468877870239785,0.5174697565994009,-0.1811676283611618,-0.8813940436448824,0.1055108474327369,-0.7987924422286691,-0.0569892289984535,-0.0504985917184379,1.53000495070023,0.397518518051056,-0.3694760621509327,-0.4398521994953563,0.3428303626002884,-0.331770806532988,0.3608234945728101,-0.611717550867946,-1.1695107014718171,-1.1576274314879065,0.362676251920054,0.2130342372174785,0.5191134392011783,-0.909015372372681,-0.2462643996811223,0.2548188273394607,0.3056680537865305,0.146653342726879,-0.6456717586966434,0.3495334093213014,-0.8199059517083247,-0.6455947088480932,-0.1203318193482693,0.2021757817504982,0
5,-0.9931172185537376,-0.5170015569659,-0.808968624726371,-0.5581729892717219,-0.4460598326321475,-0.4042154331149081,-0.6431024901390682,-0.588139120063648,0.2483439573689214,0.9709522614684656,-0.2297505111917271,0.6979695441142431,-0.1161616775760866,-1.3278502287835432,-0.6065576983625398,-0.9608756507046932,-0.4069513947947832,-0.6415736104098896,-0.6384620452357864,-0.8159547950044236,-0.7587242711136712,0.1920166722500198,0.2041404061326664,-0.167314672987143,-0.1411324629987721,0.3030981156979601,0.0,0.3034318602353567,-0.1354527695633435,0.2883296615433474,0.0,-1.078321774742486,0.0469110972431426,-0.6896759476842699,-0.0318801845135097,-0.8502855030216374,-0.8461173236041847,-0.8990481988059679,-1.1476836565014552,0.6132272137197512,1.3015059199537562,1.602675652903286,-0.7299055028767634,0.0,0.0,0.0966736489045668,-0.0966736489045663,-0.2686730965623241,-0.0754642938747046,0.794972110718501,2.328071956586386,1.023246285687572,0.5654752444656004,-1.3235840664894765,0.2709464975034893,1.2355182562740972,0.0998085382267284,-0.0584200163880209,-0.0540854818974036,5.335351357383394,4.3715274061407525,-0.3663633424838364,-0.3649968659373496,1.064818878550882,0.3954393632061374,0.6171473466330907,0.1216723649441141,-0.1182621502550332,-0.1806171411576577,0.1710942540634911,0.1094059925624926,1.026193141789855,0.3460944188503235,0.5311537094588665,1.474321745710624,0.1370847053782747,0.3260401343820211,0.2156183896043473,1.5333318813956556,-1.0524086205473544,-0.7329550083361711,-0.2123684740381888,0.4126564672038664,0
6,-1.2947645301068849,-1.0537570468756905,-0.2149229251735469,-0.66779493931177,-0.4242200384802614,-0.4242177047237401,-0.4635383605236458,-0.8769521593875502,-0.0635838170987344,1.011616532129654,-0.1658405988244352,-0.0765201394159627,-0.1161616775760866,-0.9440679212486136,-0.8764285443397278,0.0975580635699496,-0.3555446637498595,-0.576711767113908,-0.7121231535575664,-0.4376973930863961,-1.0057919253918235,-0.5727002998155031,-0.226546485819621,-0.2790581923461855,-0.1820310613776845,0.7716179054672373,0.0,0.7719515830911197,-0.1354527695633435,0.7536409098247961,0.0,-1.2047904803456533,-1.585154072878857,0.0218767531440429,-0.4874321928750682,-0.7312380962647872,-0.9361426897777976,-0.5581605577391074,-1.3940099826037462,-0.3211647769780233,0.1782439641819235,0.8876883803280595,-0.920060846481244,0.0,0.0,0.0966736489045668,-0.0966736489045663,-0.997225455118486,-1.0616863455317338,-0.4670485060075415,-0.0222771106555857,0.8899731470851651,0.0735856250704263,0.7117343843336236,-1.1179999080045748,-0.8212378730690252,-0.9979046806407424,-0.0611522944188126,-0.0596314226471433,-0.2281559502123173,-0.0226667861675993,-0.4814833335244196,-0.5539822734694819,-0.1535735574149679,-0.3842377701718561,-0.1062901767255227,-0.4449876707722763,-0.9676197656215768,-0.6965927897186108,0.5510617732444054,0.232493349882542,-0.1346560463390431,-1.4690429850489997,-0.3192620807970603,-0.0048178878623588,0.5958061741096315,0.1093597667042551,-0.9964652367360368,-0.2626442371045048,-0.6487094722665927,-0.7177957483231951,-0.1244191817225908,0.5240360117831181,0
7,-1.185869399586562,-0.8400609679001452,-0.1259000681585437,-0.2982199754563601,-0.4499088499742848,-0.4091526922579953,-0.917032248568238,-0.7098551894236337,-0.0987522624387186,0.8085934692661209,-0.1912102249120648,-0.2833619599628069,-0.1161616775760866,-0.8654073897077267,-0.9245207770713384,0.20178040836111,0.1172961913279169,-0.335150540353074,-0.6200292799949708,-0.5513887889489396,-0.8528310741057278,-0.6843583664047324,0.0048926580869984,-0.087777901079009,-0.1326131893046525,1.5219689668661538,0.0,1.5223025373256698,-0.1354527695633435,1.498851830879416,0.0,-0.8583879299594898,-1.1807310955514243,0.0213352080605196,-0.1085836597348341,-0.7933801717534232,-0.8093688506501049,-1.2983476975619694,-0.7787864406428703,-0.1724014534642321,0.5589377708284765,0.8607709107272719,-1.2472812710414496,0.0,0.0,0.0966736489045668,-0.0966736489045663,-0.997225455118486,-1.0616863455317338,-0.3095700777451958,-0.0343391624557569,0.9232914317357668,0.3216510082087588,-0.0275320352708822,-1.0940585340885494,-0.0101247283002473,-0.9403388982346252,-0.0602129299953134,-0.0572030795072853,-0.3467302824193797,-0.3662083865201682,-0.5132506762104712,-0.5588422497034634,0.3919241189804301,-0.3521816816913884,-0.249397222734914,-0.249227800193424,-1.2709387511107255,-0.6960199566615123,0.5485841727700435,0.1855544574777723,0.4555220433803997,-1.0220503716039864,-0.2540127153245322,0.1449505951581174,0.4967695151131649,0.1310510001411181,-0.9518578853467616,-0.3497506196545497,0.4467354856002682,0.005943670603014,0.4201900832331853,0.916632247799088,0
8,-0.011999084215041,0.5456087036891457,-0.1775656616251485,-0.2387804611099649,-0.4281567448630409,-0.4192579228356424,-0.8757383025684726,-0.8001292873417251,-0.1848975305209742,0.507137015472393,0.0580062997589874,-0.103396117799713,-0.1161616775760866,0.6503107108337031,0.9517245455776367,-0.066235597648252,-0.1771830169787663,-0.3294693472016228,-0.625607332932011,-0.5686844326375152,-0.9801542844872176,-0.653605702386077,-0.0104132044726028,-0.0266907023809417,-0.0900140719702679,0.8477838490385916,0.0,0.8481175157845322,-0.1354527695633435,0.8292846698356582,0.0,-0.8055778830278292,-0.2713485513014699,-0.5213781974407021,-0.5555080627598404,-0.7966588430848676,-0.935962853242288,-1.3408750777249294,-1.148154286971189,-0.0290902731473941,0.6919874349812783,0.8773991512170037,-0.860729806009292,0.0,0.0,0.0966736489045668,-0.0966736489045663,-0.1320695927744032,0.0764415758278491,-0.1513027459948845,-0.0345270448825508,0.7608649966281913,0.0781199768483014,0.3001071250322997,-1.0569651082398506,-0.3076086101933781,-0.8780028979878202,-0.0604011542550229,-0.0583418633783933,-0.3772472963563825,-0.4651431315270601,-0.4102668959715931,-0.485035473258214,0.1128087591403633,-0.3644038098887238,0.2510937531887912,-0.5676850518717704,-1.1141543746878646,-0.8102696528680383,0.0884303853886111,-0.1216458427962949,0.1484971800232305,-0.9035406172602812,-0.0937441952249399,0.3546234927874577,0.1664200676747914,-0.1139095819577526,-0.7350054218815832,-0.2935565447011896,1.00616336553649,0.2276085778499487,0.3576811813170304,0.5954043999756077,0
9,-0.3420197255997541,0.252703604786953,-0.3988072497843978,-0.4467136511441353,-0.4565880177068094,-0.4273159940843253,-0.5022878442682643,-0.8370375398638835,0.0753061657065046,0.434663588055122,0.7793278783098687,-0.5527731298283269,-0.1161616775760866,-1.015358988228068,-0.5898495423981812,-0.818528421978583,-0.8941550691796389,-0.7553143408477467,-0.7351169829760309,-0.8362513422902788,-1.2800065504829623,0.3543417414560406,-0.4800966540599851,-0.0908004247431523,-0.1400679840708656,0.2604893327318808,0.0,0.2608230833546199,-0.1354527695633435,0.2460132185197674,0.0,-1.360065227384869,-0.9058683906743724,-0.6614026788833309,-0.6918300273298442,-0.8409672805036984,-0.9591200870361662,-0.7530292022312348,-1.5991844150211032,0.2018297582777765,0.499884139661532,1.0106526640926614,-0.885839041130408,0.0,0.0,0.0966736489045668,-0.0966736489045663,-0.1320695927744032,0.0764415758278491,-0.4388951905926302,-0.0781868133184323,1.1856727207951476,0.3378202258327045,-0.6883566435020192,-0.6469456479975482,0.6409439304512332,-0.6029651147206848,-0.0578111920347778,-0.0541677821596811,-0.2922640081420159,-0.2266538597110388,-0.1120819920616708,-0.2244228794197263,0.4683066811213763,-0.3145082075130122,0.4066593156826221,-0.7029830385062217,-1.0960990866934226,-0.6499495937227627,-0.4150926188506919,-0.5822975316789569,0.831025519254125,-0.476625981321274,-0.1122314927347802,0.5158222824065106,-0.3374152046638005,-0.7760436313717632,-0.6796591751914072,-0.3048470032574297,-0.0900286649238539,-0.3541744527121056,0.1707888803050335,0.7698398608771164,0
