average_loudness,barkbands_crest.mean,barkbands_crest.stdev,barkbands_flatness_db.mean,barkbands_flatness_db.stdev,barkbands_kurtosis.mean,barkbands_kurtosis.stdev,barkbands_skewness.mean,barkbands_skewness.stdev,barkbands_spread.mean,barkbands_spread.stdev,dissonance.mean,dissonance.stdev,dynamic_complexity,erbbands_crest.mean,erbbands_crest.stdev,erbbands_flatness_db.mean,erbbands_flatness_db.stdev,erbbands_kurtosis.mean,erbbands_kurtosis.stdev,erbbands_skewness.mean,erbbands_skewness.stdev,erbbands_spread.mean,erbbands_spread.stdev,hfc.mean,hfc.stdev,loudness_ebu128.integrated,loudness_ebu128.loudness_range,loudness_ebu128.momentary.mean,loudness_ebu128.momentary.stdev,loudness_ebu128.short_term.mean,loudness_ebu128.short_term.stdev,melbands_crest.mean,melbands_crest.stdev,melbands_flatness_db.mean,melbands_flatness_db.stdev,melbands_kurtosis.mean,melbands_kurtosis.stdev,melbands_skewness.mean,melbands_skewness.stdev,melbands_spread.mean,melbands_spread.stdev,pitch_salience.mean,pitch_salience.stdev,silence_rate_20dB.mean,silence_rate_20dB.stdev,silence_rate_30dB.mean,silence_rate_30dB.stdev,silence_rate_60dB.mean,silence_rate_60dB.stdev,spectral_centroid.mean,spectral_centroid.stdev,spectral_complexity.mean,spectral_complexity.stdev,spectral_decrease.mean,spectral_decrease.stdev,spectral_energy.mean,spectral_energy.stdev,spectral_energyband_high.mean,spectral_energyband_high.stdev,spectral_energyband_low.mean,spectral_energyband_low.stdev,spectral_energyband_middle_high.mean,spectral_energyband_middle_high.stdev,spectral_energyband_middle_low.mean,spectral_energyband_middle_low.stdev,spectral_entropy.mean,spectral_entropy.stdev,spectral_flux.mean,spectral_flux.stdev,spectral_kurtosis.mean,spectral_kurtosis.stdev,spectral_rms.mean,spectral_rms.stdev,spectral_rolloff.mean,spectral_rolloff.stdev,spectral_skewness.mean,spectral_skewness.stdev,spectral_spread.mean,spectral_spread.stdev,spectral_strongpeak.mean,spectral_strongpeak.stdev,zerocrossingrate.mean,zerocrossingrate.stdev,Good-sound,Bad-attack,Bad-dynamics,Bad-pich,Bad-timber,Bad-richness
0.0,-1.5379545500266634,-1.547980200249419,-0.9282368423665597,-1.6956996239777762,-0.4882438660856335,-0.43339805057038827,-0.8077557628898367,-0.9086178674508966,-0.5092566106899283,-1.0791664041883313,-0.7873052135068239,-0.10005092146977934,-0.11616167757608661,-0.7977592202745521,-1.1542432633183022,-0.7043501313422397,-1.6673146568060868,-0.6966912273772342,-0.6987222842416756,-0.9830032966122415,-1.3649742527139035,-0.2705369105284007,-1.2382847061652589,-0.24660118419936017,-0.10503525051370173,-0.13093669580133233,0.0,-0.13060288927553065,-0.13545276956334357,-0.14273230810607251,0.0,-1.2801629490855146,-1.2504250060718058,-0.6262022484543525,-1.5319659737488724,-0.9183106936144563,-0.9643917839630088,-0.9657219578619609,-1.3538605942292017,-0.4058916340703016,-0.9590158172554483,1.156672528460468,-1.228135445840279,0.0,0.0,0.09667364890456688,-0.09667364890456634,0.4038366876941251,0.5945710036746135,-0.7882100870746993,-0.72997175585194,2.6071444715825995,2.03385775449367,0.8102529696842489,-0.20952851137201248,-0.9047006990808528,-0.23872696146343164,-0.05899469193151673,-0.05775493332324324,4.54682262461521,4.381329945744438,-0.09069536854130733,-0.019806691571445573,-0.5642507452263688,-0.2888419535653498,0.5641682027559425,-1.976935757897859,-0.8573722836842512,-1.3696010104078695,-0.1702113872648716,-0.22901040084520888,-0.5248787510759526,-0.6167318608669622,-0.6666726716775131,-0.9552877459186824,-0.053337196609085764,-0.5183539945037348,-1.6355952608360746,-1.644072023710792,-1.6242318100177233,-1.1918044609402407,-0.4345836498363903,-0.839516303450642,1,0,0,0,0,0
0.0,-1.6945463963872023,-1.124390973317059,-0.6986025909514515,-1.3984256967928648,-0.48212634059157455,-0.4272908550789299,-0.9319612520265814,-0.7132573812952807,-0.4994262772708861,-0.7138390080985438,-1.147344856428214,1.0029230789941181,-0.11616167757608661,-1.3251531518775541,-0.5087335448883463,-0.19088305979956313,-0.39486254250053576,-0.6996306873908037,-0.7141728147950368,-1.3250796375706777,-1.4160005450109414,0.1544990684815638,1.9131955350546646,0.08658675035864165,-0.03455624036901116,0.29995549127434107,0.0,0.300289236260564,-0.13545276956334357,0.28520906084643044,0.0,-1.5923774208711843,-0.6889194450526085,-0.35497031646020066,-1.398145323019341,-0.822049821021349,-0.42224888556974566,-1.157528846525986,0.3491873438558949,-0.41713163980600587,-0.9778678249976218,1.8159432460843974,-1.1039986618772175,0.0,0.0,0.09667364890456688,-0.09667364890456634,-0.6849886772925071,-0.5982765499695575,-0.556405799371876,-0.6899821413116863,1.8228843070455822,0.6525878232609366,-0.8519258425523998,-0.048249069528898667,0.8778231722370752,-0.060790485511433345,-0.06134504687914447,-0.05995093579407006,2.071482573207771,0.6601664680963593,-0.0018975643407532325,-0.05452982593159318,0.5248794277396976,-0.058477475931534725,0.5323304383809467,-1.4030229171105377,-0.4742895823176915,-0.9495586329455394,1.0198736610702768,0.7841097620029227,0.9320282884354429,-0.19978645598750203,-0.6249238683201723,-0.9255657737531241,0.8976426384438326,0.4380512458867961,-1.5241699746476651,-1.2682093514072146,-0.41480260429413934,-0.2651275946351032,-0.3144122857838046,-0.6501836172465664,1,0,0,0,0,0
0.0,-1.3614667993049154,-0.9408663364283074,-0.2898438403652944,-0.7949217169423012,-0.45337478132493375,-0.40310665051090494,-0.8000054855050455,-0.8566643594778798,-0.21862031572125434,0.6217460137679975,-1.1388730249054158,-0.5589388461124543,-0.11616167757608661,-1.0495629547949368,-0.8026507336137791,0.28613866770212487,-0.21789283626368805,-0.341938313777516,-0.5595979690637554,-0.428486810814962,-0.7114988026799071,-0.6361365321157731,0.6552160833278762,0.06419660866240554,-0.09462725975289116,0.9605918088075234,0.0,0.9609254594423472,-0.13545276956334357,0.9413194732734115,0.0,-1.1049369083291423,-0.902257717456714,-0.06387044921430848,-0.5298837362619938,-0.7634930379871578,-0.8642926451681303,-1.1567952037087625,-1.1588640438707998,-0.4580897049361205,-0.13698289933604246,1.3119761702525115,-1.4674726756160303,0.0,0.0,0.09667364890456688,-0.09667364890456634,-0.9061564218337579,-0.9191884545370601,-0.40160163436076934,-0.27644457172107323,1.610480444962104,0.43797786213632317,-1.0672769147613932,-0.5574003097214829,1.0809083320440245,-0.4978247314661441,-0.06037939217484948,-0.05795284719566522,-0.0877729216089855,-0.4470249914574883,-0.43172953105350786,-0.5123601980429134,1.0305096573929364,-0.02004411014502076,0.06041995324716516,-0.8697617211204846,-1.250199086212897,-1.173114934233872,1.136232998092448,1.052883231962901,1.3122314137809479,-0.8343807595358683,-0.21160071685017176,0.18620501562679104,0.9613158956638976,0.6806736913944798,-1.2426272705771353,-0.5794283229149392,0.9226955092441458,-0.029416189326621284,-0.11913379177767963,-0.08168544900222607,1,0,0,0,0,0
0.0,-0.974599847755984,-0.3366841254808214,-0.32010888932848575,-0.36666710178484,-0.4808858273789165,-0.42683919047145613,-0.9932757483990721,-1.004284871974194,0.2109386235512429,0.9653485747622705,0.05505995455318292,0.07360496453801291,-0.11616167757608661,-0.38286122932022476,-0.03803193196122544,0.22963761815721911,0.273522430531016,-0.4205753720723651,-0.60874151771419,-0.7945766650880224,-0.9726739489440447,-0.3588215040516398,0.9074552608718615,0.05268120936549038,-0.07302292390894136,1.0907123338155227,0.0,1.0910459658666671,-0.13545276956334357,1.0705487616063272,0.0,-1.7047328257225758,-1.436549880616684,-0.2381076567006259,-0.16632823522189621,-0.8765340692663698,-0.9561501026549968,-1.3763551310649997,-1.2422138730651924,-0.04880379434596863,0.3038611477263451,1.689103182916337,-1.9150368838747136,0.0,0.0,0.09667364890456688,-0.09667364890456634,-0.39009847427529415,-0.21817877501163527,-0.10081055911346415,-0.019198805420798618,1.4767446499370833,0.579171629808497,-0.6595894221326819,-0.46301723612318557,0.6735393061147822,-0.4080946188996564,-0.06138043220013894,-0.059982171001143794,-0.10286495440064493,-0.4254168002264821,-0.26843330288440953,-0.33696473795801496,0.6455095726322998,-0.08595735220168237,0.21823842830536255,-0.6356983576966763,-1.3888715596299992,-1.3297953482262739,1.0943975703005997,0.7970872693473429,0.8705742865640772,-0.5112857643852703,0.13965793583679356,0.4752946128468802,0.9307990485943793,0.6380694555511045,-1.5533226886428613,-1.2370860338453014,0.34411967555566403,-0.005791690752552657,0.4107937856943748,0.7695990335644469,1,0,0,0,0,0
0.0,-1.2627003555055902,-0.7614421401688101,-0.6549114532851474,-0.6562547743296728,-0.4356610099878155,-0.39600683920820745,-0.6696055902224453,-0.7394471418052045,-0.15609991549785512,0.4413170197956172,-0.3450669468175901,-0.2678086576922103,-0.11616167757608661,-1.0273130530156351,-0.29316245133141744,-0.41910965551000323,-0.35933997039110305,-0.47884595552315745,-0.44708909273255404,-0.38441848538845214,-0.736591703622541,-0.27994115251180707,0.14997434106099644,-0.17252934755077906,-0.1600424665702864,0.3987361741242929,0.0,0.39906990500276035,-0.13545276956334357,0.38331216572920296,0.0,-1.0716162122042916,-0.6047807798335798,-0.46821354734620907,-0.4715895778477211,-0.7548299227485015,-0.8390112863261263,-0.850360070442853,-1.2190205658834783,-0.2331775989328837,0.15531693305697336,1.7622721424392997,-1.483852784777702,0.0,0.0,0.09667364890456688,-0.09667364890456634,-0.13206959277440325,0.07644157582784912,-0.5014037651983067,-0.12255642742509977,1.4688778702397853,0.5174697565994009,-0.1811676283611618,-0.8813940436448824,0.10551084743273698,-0.7987924422286691,-0.05698922899845355,-0.05049859171843795,1.53000495070023,0.397518518051056,-0.3694760621509327,-0.43985219949535637,0.3428303626002884,-0.331770806532988,0.3608234945728101,-0.611717550867946,-1.1695107014718173,-1.1576274314879063,0.36267625192005404,0.21303423721747855,0.5191134392011783,-0.909015372372681,-0.2462643996811223,0.25481882733946076,0.3056680537865305,0.146653342726879,-0.6456717586966434,0.3495334093213014,-0.8199059517083247,-0.6455947088480932,-0.12033181934826936,0.20217578175049822,1,0,0,0,0,0
0.0,-0.9931172185537376,-0.5170015569659,-0.808968624726371,-0.5581729892717219,-0.4460598326321475,-0.4042154331149081,-0.6431024901390682,-0.588139120063648,0.24834395736892143,0.9709522614684656,-0.22975051119172712,0.6979695441142431,-0.11616167757608661,-1.3278502287835432,-0.6065576983625398,-0.9608756507046932,-0.4069513947947832,-0.6415736104098896,-0.6384620452357864,-0.8159547950044236,-0.7587242711136712,0.19201667225001987,0.20414040613266646,-0.167314672987143,-0.14113246299877213,0.30309811569796014,0.0,0.3034318602353567,-0.13545276956334357,0.2883296615433474,0.0,-1.078321774742486,0.04691109724314266,-0.6896759476842699,-0.03188018451350973,-0.8502855030216374,-0.8461173236041847,-0.8990481988059679,-1.1476836565014552,0.6132272137197512,1.3015059199537562,1.602675652903286,-0.7299055028767634,0.0,0.0,0.09667364890456688,-0.09667364890456634,-0.2686730965623241,-0.07546429387470469,0.794972110718501,2.328071956586386,1.0232462856875721,0.5654752444656004,-1.3235840664894765,0.2709464975034893,1.2355182562740972,0.0998085382267284,-0.058420016388020975,-0.0540854818974036,5.335351357383394,4.3715274061407525,-0.3663633424838364,-0.36499686593734965,1.064818878550882,0.39543936320613743,0.6171473466330907,0.12167236494411411,-0.11826215025503328,-0.18061714115765773,0.17109425406349113,0.10940599256249266,1.0261931417898553,0.34609441885032355,0.5311537094588665,1.474321745710624,0.1370847053782747,0.3260401343820211,0.21561838960434734,1.5333318813956556,-1.0524086205473544,-0.7329550083361711,-0.21236847403818881,0.4126564672038664,1,0,0,0,0,0
0.0,-1.2947645301068849,-1.0537570468756905,-0.21492292517354694,-0.66779493931177,-0.42422003848026146,-0.42421770472374015,-0.4635383605236458,-0.8769521593875502,-0.06358381709873445,1.011616532129654,-0.1658405988244352,-0.07652013941596271,-0.11616167757608661,-0.9440679212486135,-0.8764285443397278,0.09755806356994966,-0.3555446637498595,-0.576711767113908,-0.7121231535575664,-0.4376973930863961,-1.0057919253918235,-0.5727002998155031,-0.22654648581962106,-0.27905819234618556,-0.1820310613776845,0.7716179054672373,0.0,0.7719515830911197,-0.13545276956334357,0.7536409098247961,0.0,-1.2047904803456533,-1.5851540728788567,0.02187675314404293,-0.4874321928750682,-0.7312380962647872,-0.9361426897777975,-0.5581605577391074,-1.3940099826037462,-0.3211647769780233,0.17824396418192356,0.8876883803280595,-0.9200608464812441,0.0,0.0,0.09667364890456688,-0.09667364890456634,-0.997225455118486,-1.0616863455317338,-0.46704850600754155,-0.022277110655585713,0.8899731470851651,0.07358562507042632,0.7117343843336236,-1.1179999080045748,-0.8212378730690252,-0.9979046806407423,-0.0611522944188126,-0.059631422647143384,-0.2281559502123173,-0.022666786167599318,-0.48148333352441963,-0.5539822734694819,-0.15357355741496792,-0.3842377701718561,-0.10629017672552271,-0.44498767077227636,-0.9676197656215767,-0.6965927897186108,0.5510617732444054,0.232493349882542,-0.13465604633904318,-1.4690429850489997,-0.3192620807970603,-0.004817887862358846,0.5958061741096315,0.10935976670425511,-0.9964652367360368,-0.26264423710450485,-0.6487094722665927,-0.7177957483231951,-0.1244191817225908,0.5240360117831181,1,0,0,0,0,0
0.0,-1.1858693995865621,-0.8400609679001452,-0.12590006815854377,-0.2982199754563601,-0.4499088499742848,-0.4091526922579953,-0.9170322485682381,-0.7098551894236337,-0.09875226243871864,0.8085934692661209,-0.19121022491206488,-0.2833619599628069,-0.11616167757608661,-0.8654073897077267,-0.9245207770713384,0.20178040836111008,0.11729619132791691,-0.33515054035307407,-0.6200292799949708,-0.5513887889489396,-0.8528310741057278,-0.6843583664047324,0.004892658086998429,-0.087777901079009,-0.13261318930465252,1.5219689668661538,0.0,1.5223025373256698,-0.13545276956334357,1.498851830879416,0.0,-0.8583879299594898,-1.1807310955514245,0.02133520806051962,-0.10858365973483412,-0.7933801717534232,-0.8093688506501049,-1.2983476975619694,-0.7787864406428703,-0.17240145346423214,0.5589377708284765,0.8607709107272719,-1.2472812710414496,0.0,0.0,0.09667364890456688,-0.09667364890456634,-0.997225455118486,-1.0616863455317338,-0.30957007774519585,-0.03433916245575693,0.9232914317357669,0.3216510082087588,-0.027532035270882212,-1.0940585340885494,-0.010124728300247344,-0.9403388982346251,-0.06021292999531345,-0.057203079507285384,-0.34673028241937975,-0.3662083865201682,-0.5132506762104712,-0.5588422497034634,0.3919241189804301,-0.3521816816913884,-0.24939722273491402,-0.24922780019342405,-1.2709387511107257,-0.6960199566615123,0.5485841727700435,0.18555445747777238,0.45552204338039975,-1.0220503716039864,-0.25401271532453223,0.1449505951581174,0.4967695151131649,0.13105100014111817,-0.9518578853467616,-0.34975061965454973,0.4467354856002682,0.00594367060301402,0.4201900832331853,0.9166322477990881,1,0,0,0,0,0
0.0,-0.011999084215041094,0.5456087036891457,-0.17756566162514859,-0.23878046110996495,-0.42815674486304095,-0.41925792283564245,-0.8757383025684726,-0.8001292873417251,-0.18489753052097424,0.507137015472393,0.05800629975898745,-0.10339611779971304,-0.11616167757608661,0.6503107108337031,0.9517245455776369,-0.06623559764825208,-0.17718301697876634,-0.3294693472016228,-0.625607332932011,-0.5686844326375152,-0.9801542844872176,-0.653605702386077,-0.010413204472602803,-0.026690702380941744,-0.09001407197026799,0.8477838490385916,0.0,0.8481175157845322,-0.13545276956334357,0.8292846698356582,0.0,-0.8055778830278292,-0.27134855130146995,-0.5213781974407021,-0.5555080627598404,-0.7966588430848676,-0.9359628532422879,-1.3408750777249294,-1.148154286971189,-0.029090273147394197,0.6919874349812783,0.8773991512170037,-0.860729806009292,0.0,0.0,0.09667364890456688,-0.09667364890456634,-0.13206959277440325,0.07644157582784912,-0.15130274599488452,-0.03452704488255088,0.7608649966281913,0.0781199768483014,0.3001071250322997,-1.0569651082398506,-0.3076086101933781,-0.8780028979878202,-0.06040115425502298,-0.05834186337839335,-0.37724729635638254,-0.4651431315270601,-0.4102668959715931,-0.48503547325821406,0.11280875914036334,-0.3644038098887238,0.2510937531887912,-0.5676850518717704,-1.1141543746878646,-0.8102696528680383,0.08843038538861114,-0.12164584279629492,0.1484971800232305,-0.9035406172602813,-0.09374419522493999,0.35462349278745775,0.16642006767479148,-0.11390958195775261,-0.7350054218815832,-0.2935565447011896,1.00616336553649,0.22760857784994876,0.3576811813170304,0.5954043999756077,1,0,0,0,0,0
0.0,-0.3420197255997541,0.252703604786953,-0.3988072497843978,-0.44671365114413536,-0.45658801770680946,-0.42731599408432536,-0.5022878442682643,-0.8370375398638835,0.0753061657065046,0.434663588055122,0.7793278783098687,-0.5527731298283269,-0.11616167757608661,-1.015358988228068,-0.5898495423981812,-0.818528421978583,-0.8941550691796389,-0.7553143408477467,-0.7351169829760309,-0.8362513422902788,-1.2800065504829625,0.3543417414560406,-0.4800966540599851,-0.09080042474315234,-0.14006798407086565,0.26048933273188085,0.0,0.2608230833546199,-0.13545276956334357,0.2460132185197674,0.0,-1.360065227384869,-0.9058683906743724,-0.6614026788833309,-0.6918300273298442,-0.8409672805036984,-0.9591200870361662,-0.7530292022312348,-1.5991844150211032,0.20182975827777658,0.49988413966153206,1.0106526640926614,-0.885839041130408,0.0,0.0,0.09667364890456688,-0.09667364890456634,-0.13206959277440325,0.07644157582784912,-0.43889519059263027,-0.07818681331843239,1.1856727207951476,0.33782022583270455,-0.6883566435020192,-0.6469456479975482,0.6409439304512332,-0.6029651147206848,-0.05781119203477783,-0.05416778215968117,-0.2922640081420159,-0.22665385971103888,-0.1120819920616708,-0.2244228794197263,0.46830668112137636,-0.31450820751301223,0.4066593156826221,-0.7029830385062217,-1.0960990866934226,-0.6499495937227627,-0.4150926188506919,-0.5822975316789569,0.831025519254125,-0.47662598132127404,-0.11223149273478027,0.5158222824065106,-0.33741520466380054,-0.7760436313717632,-0.6796591751914072,-0.30484700325742975,-0.0900286649238539,-0.3541744527121056,0.1707888803050335,0.7698398608771164,1,0,0,0,0,0
